category,sub_category,city,name,area,address,phone_no_1,phone_no_2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_for_two,facebook_Url,linkdin_Url,twitter_Url,phone_no_1.1,linkedin_url
Hospital & Clinics,pharma store,Vontimitta,PRASAD MEDICAL AND FANCY STORES,"92WG+JG8, Vontimitta","92WG+JG8, Vontimitta, Andhra Pradesh 516213",097058 45841,,,,Andhra Pradesh,India,,,,5.0,,,,,516213.0,,,,,,,,,,
Hospital & Clinics,pharma store,Vontimitta,"Goutam [Lalitha]Medicals,JIO Store","MAIN ROADD, HIGHWAY","MAIN ROADD, HIGHWAY, Vontimitta, Andhra Pradesh 516213",,,,,Andhra Pradesh,India,,,,5.0,,,,,516213.0,,,,,,,,,,
Hospital & Clinics,pharma store,Vontimitta,SREE AVADUTHENDRA SWAMY FERTILIZERS,"3, Vontimitta","3, Vontimitta, Andhra Pradesh 516001",096528 64895,,,,Andhra Pradesh,India,,,,5.0,,,,,516001.0,,,,,,,,,,
Hospital & Clinics,pharma store,Vontimitta,Kishore Medical,"2/666, Vontimitta","2/666, Vontimitta, Andhra Pradesh 516001",099515 84788,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,,,,,,
Hospital & Clinics,pharma store,Vontimitta,Sri Lakshmi Venkateswara Medical,"7/67, Main road","7/67, Main road, Vontimitta, Andhra Pradesh 516213",,,,,Andhra Pradesh,India,,,,,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,Raghavendra AC/NON AC Restaurant,"VW84+6HP, A. Kondapuram","VW84+6HP, A. Kondapuram, Andhra Pradesh 515445",,,,,Andhra Pradesh,India,,,,4.3,,,,,515445.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,ABHIRUCHI FAMILY RESTAURANT,"100 meters from narpala circle towards Tadapatri road Narpala, Tadipathti","100 meters from narpala circle towards Tadapatri road Narpala, Tadipathti, road, Andhra Pradesh 515425",094418 10616,,,,Andhra Pradesh,India,,,,4.3,,,,,515425.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,లింగమయ్య బిర్యాని సెంటర్,"Tadipatri - Bangalore Rd, A. Kondapuram","Tadipatri - Bangalore Rd, A. Kondapuram, Andhra Pradesh 515445",090000 07420,,,,Andhra Pradesh,India,,,,4.8,,,,,515445.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,AADHYA FAMILY RESTAURANT,"Neeluru, Andhra Pradesh 515775","Neeluru, Andhra Pradesh 515775",096529 88292,,,,Andhra Pradesh,India,,,,4.5,,,,,515775.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,"Konda Dhaba, Narpala, Andhra Pradesh 515425","PQ6W+QCC, Narpala","PQ6W+QCC, Narpala, Andhra Pradesh 515425",,,,,Andhra Pradesh,India,,,,4.7,,,,,515425.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,"Dharani Restaurants, Narpala","Tadipatri - Dharmavaram Rd, Narpala","Tadipatri - Dharmavaram Rd, Narpala, Andhra Pradesh 515425",,,,,Andhra Pradesh,India,,,,3.6,,,,,515425.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,Atharilllu restaurant,"GHWX+99, Boda Plem","GHWX+99, Boda Plem, Andhra Pradesh 531085",,,,,Andhra Pradesh,India,,,,4.4,,,,,531085.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,AMMA FAMILY RESTAURANT,"Near nannur toll plaza, beside Bank Of India","Near nannur toll plaza, beside Bank Of India, Panyam, Andhra Pradesh 518504",,,,,Andhra Pradesh,India,,,,4.2,,,,,518504.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,Lezend restaurant,"HX9C+7Q2, Parnapalli","HX9C+7Q2, Parnapalli, Andhra Pradesh 515465",,,,,Andhra Pradesh,India,,,,4.6,,,,,515465.0,,,,,,,,,,
Food & Dining,Restaurants,Ammalladinne,Pavithra hotel,"VW84+8MC, A. Kondapuram","VW84+8MC, A. Kondapuram, Andhra Pradesh 515445",,,,,Andhra Pradesh,India,,,,4.7,,,,,515445.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Padmavathi Vilaas,"NH16, beside Bpcl Retail Outlet","NH16, beside Bpcl Retail Outlet, near Kagithalapur Center, Manubolu, Andhra Pradesh 524405",093475 37373,,,,Andhra Pradesh,India,,,,4.3,,,,,524405.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Sri Vengamamba Punjabi Family Dhaba,"beside CPR Kalyana Mandapam, Magunta Layout","beside CPR Kalyana Mandapam, Magunta Layout, Nellore, Andhra Pradesh 524003",,,,,Andhra Pradesh,India,,,,3.7,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,NTR Mandi House Arabic Restaurant,"opposite to Reliance Mart, near KVR petrol bunk","opposite to Reliance Mart, near KVR petrol bunk, Ambedkar Nagar, Nellore, Andhra Pradesh 524003",,,sites.google.com,,Andhra Pradesh,India,,,,4.3,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Barkaas Arabic Restaurant,"CXWJ+GQF, Somasekara Puram","CXWJ+GQF, Somasekara Puram, Nellore, Andhra Pradesh 524001",097056 60003,,,,Andhra Pradesh,India,,,,4.0,,,,,524001.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Gismat Arabic Restaurant,"1st Floor, Gismat Arabic Restaurant","1st Floor, Gismat Arabic Restaurant, Harinathpuram, Nellore, Andhra Pradesh 524003",080740 14225,,,,Andhra Pradesh,India,,,,3.8,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Aswathama,"F326+V9J, Narkur","F326+V9J, Narkur, Andhra Pradesh 524314",,,,,Andhra Pradesh,India,,,,4.3,,,,,524314.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,The Vanam Multi Cuisine Theme Restaurant,"CXMG+QQG, opp. Celebrations restaurant","CXMG+QQG, opp. Celebrations restaurant, Magunta Layout, Nellore, Andhra Pradesh 524003",092470 70709,,,,Andhra Pradesh,India,,,,3.8,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Hotel Basota Multicuisine Family Restaurant & Lodge,"15/131, Subedarpet","15/131, Subedarpet, Grand Trunk Road, Ramji Nagar, Nellore, Andhra Pradesh 524001",0861 232 3629,,,,Andhra Pradesh,India,,,,3.7,,,,,524001.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Sri Porumamilla Restaurant,"dutthalur center, Duttalur","dutthalur center, Duttalur, Andhra Pradesh 524222",099514 25240,,,,Andhra Pradesh,India,,,,3.9,,,,,524222.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Prakriti Multicuisine Restaurant,"Srihari Nagar, A. C. Nagar","Srihari Nagar, A. C. Nagar, Nellore, Andhra Pradesh 524003",089777 08777,,,,Andhra Pradesh,India,,,,4.0,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Masthan Restaurant,"Vinjamur-Atmakur Rd, J R Pet","Vinjamur-Atmakur Rd, J R Pet, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,4.0,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Manikant Daba Restaurent,"MXGF+QG9, Sunnabatti","MXGF+QG9, Sunnabatti, Andhra Pradesh 524152",,,,,Andhra Pradesh,India,,,,3.9,,,,,524152.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Dawat arabic family restaurant,"Mini Bypass Road, near GVRR College","Mini Bypass Road, near GVRR College, Sapthagiri Colony, Thayagaraju Nagar, BV Nagar, Nellore, Andhra Pradesh 524004",,,,,Andhra Pradesh,India,,,,4.1,,,,,524004.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Nagarjuna Mess,"MMRH+52W, Rahmatabad","MMRH+52W, Rahmatabad, Andhra Pradesh 524304",,,,,Andhra Pradesh,India,,,,5.0,,,,,524304.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,"Nellore ""HUB""","KINGS COURT, 500-502-503","KINGS COURT, 500-502-503, Magunta Layout, Nellore, Andhra Pradesh 524003",099520 14272,,,,Andhra Pradesh,India,,,,4.2,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Mandi House arabian restaurant,"CXMH+H6C, Srihari Nagar","CXMH+H6C, Srihari Nagar, A. C. Nagar, Nellore, Andhra Pradesh 524003",093988 56182,,,,Andhra Pradesh,India,,,,4.0,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Komala Vilas,"14/403, 14/403","14/403, 14/403, Trunk Rd, Kukkalagunta, VRC Centre, Nellore, Andhra Pradesh 524001",,,,,Andhra Pradesh,India,,,,4.1,,,,,524001.0,,,,,,,,,,
Food & Dining,Restaurants,Anumasamudrampeta Mand,Amaravathi Family Restaurant,"opposite Reliance Smart Point, Srihari Nagar","opposite Reliance Smart Point, Srihari Nagar, Magunta Layout, Nellore, Andhra Pradesh 524003",082475 21328,,,,Andhra Pradesh,India,,,,4.3,,,,,524003.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Hotel Star Annapurna multi cuisine,"Araku Valley, Andhra Pradesh 531149","Araku Valley, Andhra Pradesh 531149",089362 49400,,,,Andhra Pradesh,India,,,,4.2,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,MTR RESTAURANT ARAKU,"Junction, beside MTR Resorts","Junction, beside MTR Resorts, Padmapuram, Araku Valley, Andhra Pradesh 531149",093982 50016,,,,Andhra Pradesh,India,,,,4.5,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Star Annapurna Restaurant,"near Hotel Vashishta Inn, Araku Valley","near Hotel Vashishta Inn, Araku Valley, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,4.0,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Natures Shack Restaurant,"Main road, behind Natures Nest","Main road, behind Natures Nest, Araku Valley, Ravvalaguda, Andhra Pradesh 531149",079954 71365,,,,Andhra Pradesh,India,,,,4.6,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,SR Restaurant,"near jyothi theatre, Araku Valley","near jyothi theatre, Araku Valley, Andhra Pradesh 531149",079013 53333,,,,Andhra Pradesh,India,,,,3.9,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Hill shine Garden Restaurant,"opp. ioc petrol bunk, Araku Valley","opp. ioc petrol bunk, Araku Valley, Andhra Pradesh 531149",099491 21112,,,,Andhra Pradesh,India,,,,4.3,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Mangamma Hotel,"8V9P+QGR, Araku Valley","8V9P+QGR, Araku Valley, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,4.5,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Aroma Flavors Restaurant,"8V9P+PP6, Araku - Visakhapatnam Rd","8V9P+PP6, Araku - Visakhapatnam Rd, Araku Valley, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,3.8,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Raju Akhil Reddy RAINBOW RESTAURANT,"Aruku Vally, Andhra Pradesh 531149","Aruku Vally, Andhra Pradesh 531149",094942 31122,,,,Andhra Pradesh,India,,,,3.9,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Dora Vari Hotel,"8VFQ+P67, Araku Valley - Pachipenta Vlg","8VFQ+P67, Araku Valley - Pachipenta Vlg, Araku Valley, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,4.4,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Annapurna restaurant,"8VFH+3W9, SH 39","8VFH+3W9, SH 39, Araku Valley, Andhra Pradesh 531149",089199 18525,,,,Andhra Pradesh,India,,,,3.6,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,AKSHAYA INN,"Araku Valley - Pachipenta Vlg, opp. MRO Office","Araku Valley - Pachipenta Vlg, opp. MRO Office, Araku Valley, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,4.0,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Andhra ooty family restaurant,"Paderu - Araku Rd, Araku Valley","Paderu - Araku Rd, Araku Valley, Araku Village, Andhra Pradesh 531151",,,instagram.com,,Andhra Pradesh,India,,,,4.9,,,,,531151.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Casa Holiday restaurant,"Aruku Vali, Ravalaguda","Aruku Vali, Ravalaguda, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,3.9,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,ARAKU GOLD COFFEE,"MAIN ROAD, near JYOTHI CINEMA THEATRE","MAIN ROAD, near JYOTHI CINEMA THEATRE, Araku Valley, Andhra Pradesh 531151",062811 76055,,,,Andhra Pradesh,India,,,,4.2,,,,,531151.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Adivasi Bamboo Chicken,"8VGH+FR2, Araku Valley","8VGH+FR2, Araku Valley, Andhra Pradesh 531149",094917 33928,,,,Andhra Pradesh,India,,,,3.9,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Sidhi fast food,"Main road, near padmapur","Main road, near padmapur, junction, Araku Valley, Andhra Pradesh 531149",099494 68666,,,,Andhra Pradesh,India,,,,3.7,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Barkath's Biryani,"opposite Tribal Museum, B Colony","opposite Tribal Museum, B Colony, Kantabamsuguda, Araku Valley, Andhra Pradesh 531151",,,,,Andhra Pradesh,India,,,,4.6,,,,,531151.0,,,,,,,,,,
Food & Dining,Restaurants,Araku,Raju Special Bun Parotta,"8VFH+JR5, Araku Valley","8VFH+JR5, Araku Valley, Andhra Pradesh 531149",,,,,Andhra Pradesh,India,,,,4.1,,,,,531149.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,ATHIDHI FAMILY RESTAURANT,"VH9C+22H, KG Rd","VH9C+22H, KG Rd, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,3.9,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Ruchi's Family Restaurant AC,"NH-67, Nellore palem","NH-67, Nellore palem, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,4.5,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Famous restaurant,"VHHQ+FRJ, Akkiraju Colony","VHHQ+FRJ, Akkiraju Colony, Atmakur, Andhra Pradesh 518422",079897 34504,,instagram.com,,Andhra Pradesh,India,,,,4.4,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Andhra Spice family garden restaurant,"KG Rd, Atmakur","KG Rd, Atmakur, Andhra Pradesh 518244",,,,,Andhra Pradesh,India,,,,3.8,,,,,518244.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Friends RESTAURANT A/C,"Mini Bypass Road, Atmakur","Mini Bypass Road, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,3.7,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,chakram hotel,"VHCF+69, NH 340C","VHCF+69, NH 340C, Kurnool Road, Atmakur, Andhra Pradesh 518422",098494 87378,,,,Andhra Pradesh,India,,,,3.6,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Hotel Geetha Bhavan,"VJH2+J8G, Dornala - Atmakur Rd","VJH2+J8G, Dornala - Atmakur Rd, Vaddla Peta, Atmakur, Andhra Pradesh 518422",086606 33029,,,,Andhra Pradesh,India,,,,3.7,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,ROYAL RESTAURANT A/C - DHABA & CAFE,"Bypass road, near raviteja kalyanamadapam","Bypass road, near raviteja kalyanamadapam, opposite Golden era apatments, Atmakur, Andhra Pradesh 524322",081212 12011,,,,Andhra Pradesh,India,,,,4.4,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,New Sri Chakra Vilas,"Atmakur, Andhra Pradesh 524322","Atmakur, Andhra Pradesh 524322",094918 54023,,,,Andhra Pradesh,India,,,,4.0,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Muntaj Family Restaurant,"Kurnool- Guntur Road, beside Reliance Petrol Pump","Kurnool- Guntur Road, beside Reliance Petrol Pump, Atmakur, Andhra Pradesh 518422",098858 38089,,,,Andhra Pradesh,India,,,,3.9,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Amaravati Atmakur Hotel,"VHCG+W5R, KG Rd","VHCG+W5R, KG Rd, Gareebnagar, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.3,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Bar&restaurant,"VHHJ+5V7, Gareebnagar","VHHJ+5V7, Gareebnagar, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,3.3,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,SRI SAI TIFFIN'S CENTER,"KG Rd, near LIC OFFICE LINE Lic office","KG Rd, near LIC OFFICE LINE Lic office, Gareebnagar, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,5.0,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Bombay Foodwala,"Bus Stand, RTC","Bus Stand, RTC, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.7,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Masthan Restaurant,"Vinjamur-Atmakur Rd, J R Pet","Vinjamur-Atmakur Rd, J R Pet, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,4.0,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Bawarchi Restaurant,"VH9C+C98, Kurnool Road","VH9C+C98, Kurnool Road, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,3.2,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Hotel Nagamani,"VH9C+GFW, Atmakur","VH9C+GFW, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.2,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Muntaj Hotel,"VHHQ+HXX, Dornala - Atmakur Rd","VHHQ+HXX, Dornala - Atmakur Rd, Vaddla Peta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.1,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Kanagadurga VeG Hotel,"VHHQ+7RV, Nandyal - Atmakur Rd","VHHQ+7RV, Nandyal - Atmakur Rd, turning, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.8,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Moonstar Hotel Canteen,"VHGM+X5W, Akkiraju Colony","VHGM+X5W, Akkiraju Colony, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,3.2,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,New Hotel Lakshmi Manasa Breakfast To Dinner,"VH9C+6CG, Atmakur","VH9C+6CG, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,5.0,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,KDM BIRIYANI,"Shop02 BSR CENTER, Andhra Pradesh 524322","Shop02 BSR CENTER, Andhra Pradesh 524322",099487 51786,,,,Andhra Pradesh,India,,,,5.0,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Zamindar's,"Vaddla Peta, Atmakur","Vaddla Peta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.3,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Diro Restaurant,"L.R. Palli, Atmakur","L.R. Palli, Atmakur, Andhra Pradesh 524322",072074 82450,,,,Andhra Pradesh,India,,,,5.0,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Rasool King,"VJH5+QX, Atmakur","VJH5+QX, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.4,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Sri Vengamamba Family Restaurant,"Atmakur, Andhra Pradesh 524322","Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,4.4,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Santosh Residency Hotel,"VHGJ+VF8, KG Rd","VHGJ+VF8, KG Rd, opp. Bharat Petrol, Gareebnagar, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.2,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Sri Krishna Tiffin Centre,"VHHM+HPX, SH 60","VHHM+HPX, SH 60, Akkiraju Colony, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.9,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Tea world Atmakur,"VHHM+FPG, Akkiraju Colony","VHHM+FPG, Akkiraju Colony, Atmakur, Andhra Pradesh 518422",091600 04108,,,,Andhra Pradesh,India,,,,4.6,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Anwar Bajji Shop,"VHJM+FMQ, Vaddla Peta","VHJM+FMQ, Vaddla Peta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,5.0,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Chai Bucket,"Besides Indian oil petrol bunk, KG Rd","Besides Indian oil petrol bunk, KG Rd, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.4,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Sri Manichakra Lodge/ Hotel,"Near, NH340C GareebNagar","Near, NH340C GareebNagar, Opposite Barat Petrol Bunk, RTC Bus Stand Rd, Atmakur, Andhra Pradesh 518422",081252 74965,,,,Andhra Pradesh,India,,,,3.3,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Anna canteen,"VHHM+Q4G, Sri Ramnagar","VHHM+Q4G, Sri Ramnagar, Kappalakunta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.8,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,P.L.N RESTAURANT AND BAR,"Nellorepalem, to","Nellorepalem, to, Atmakur Rd, Nellore, Andhra Pradesh 524322",063008 80514,,,,Andhra Pradesh,India,,,,3.8,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Bismilla fast food center,"Akkiraju Colony, Atmakur","Akkiraju Colony, Atmakur, Andhra Pradesh 518422",083092 03132,,,,Andhra Pradesh,India,,,,5.0,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Vali chicken center,"Vali Chicken Center, Raghunath Centre","Vali Chicken Center, Raghunath Centre, Atmakur, Andhra Pradesh 518422",072076 60266,,,,Andhra Pradesh,India,,,,5.0,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Hotel,"Gareebnagar, Atmakur","Gareebnagar, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,CAFE COFFEE DAY ESPRESSO COFFEE,"opp. APSRTC BUSSTAND, Gareebnagar","opp. APSRTC BUSSTAND, Gareebnagar, Atmakur, Andhra Pradesh 518422",095427 95253,,cafecoffeeday.com,,Andhra Pradesh,India,,,,3.9,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Konda Gardens Function Hall,"VH99+MJ5, Atmakur","VH99+MJ5, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.0,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,అమీర్ హోటల్,"JJ9F+WH2, Atmakur Rd","JJ9F+WH2, Atmakur Rd, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,5.0,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Natural spice restaurent,"J9X8+85, Atmakur","J9X8+85, Atmakur, Andhra Pradesh 515751",,,,,Andhra Pradesh,India,,,,5.0,,,,,515751.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,TOURIST LODGE,"VHHM+MWG, NEAR SBI BANK K G ROAD","VHHM+MWG, NEAR SBI BANK K G ROAD, DIST, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,3.7,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Eswaraiah hotel and catering,"VHGH+9V6, Gareebnagar","VHGH+9V6, Gareebnagar, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Shrishail food cort,"VJH2+J8G, Dornala - Atmakur Rd","VJH2+J8G, Dornala - Atmakur Rd, Vaddla Peta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,"Mamatha Hotel,Veg And Non Veg","JJCC+RQH, Vinjamur-Atmakur Rd","JJCC+RQH, Vinjamur-Atmakur Rd, J R Pet, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,3.8,,,,,524322.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Limera fast food,"VHHM+JFQ, Kappalakunta","VHHM+JFQ, Kappalakunta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Sruthivanam,"VHHM+JFQ, Kappalakunta","VHHM+JFQ, Kappalakunta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.5,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Sai Hotel,"VHMQ+C66, Athmakuru - Vadlarampuram Rd","VHMQ+C66, Athmakuru - Vadlarampuram Rd, Vaddla Peta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,Relax fast food center,"VHHM+PVF, Kappalakunta","VHHM+PVF, Kappalakunta, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.5,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,City' palace,"VHHM+552, Akkiraju Colony","VHHM+552, Akkiraju Colony, Atmakur, Andhra Pradesh 518422",,,,,Andhra Pradesh,India,,,,4.2,,,,,518422.0,,,,,,,,,,
Food & Dining,Restaurants,Atmakur,MAYURI HOTEL,"Shop No 4, BSR CENTER","Shop No 4, BSR CENTER, J R Pet, Atmakur, Andhra Pradesh 524322",098853 42077,,,,Andhra Pradesh,India,,,,,,,,,,,,,,,,,,,
