category,sub_category,city,name,area,address,phone_no_1,phone_no_2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_for_two,facebook_Url,linkdin_Url,twitter_Url,phone_no_1.1,linkedin_url
Shopping,Supermarkets,Nuzvid,Vishal Mega Mart,"Dwaraka Road, beside Satynarayana Theatre","Dwaraka Road, beside Satynarayana Theatre, NSP Colony, Nuzividu, Andhra Pradesh 521201",063019 13475,,stores.vishalmegamart.com,,Andhra Pradesh,India,,,,5.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Itc,"QRQW+GRC, Nuzividu","QRQW+GRC, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,4.4,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,SRI KARTHIKEYA GENERAL STORES,"17-130, 17-130","17-130, 17-130, Ramanagaram, Nuzividu, Andhra Pradesh 521201",090309 75848,,,,Andhra Pradesh,India,,,,3.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,BALAJI NEW SWEETS,"SHOP NO 1,INDUPALLI COMPLEX","SHOP NO 1,INDUPALLI COMPLEX, Nuzividu, Andhra Pradesh 521201",077300 12346,,,,Andhra Pradesh,India,,,,4.2,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Sri Rama Traders,"QRVW+4M5, Nuzividu","QRVW+4M5, Nuzividu, Andhra Pradesh 521201",086562 32631,,,,Andhra Pradesh,India,,,,4.1,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Uma Traders,"QRMX+C8V, Nuzividu","QRMX+C8V, Nuzividu, Andhra Pradesh 521201",094402 58099,,,,Andhra Pradesh,India,,,,4.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Ganesh general store,"QRMH+JM, Nuzividu","QRMH+JM, Nuzividu, Andhra Pradesh 521202",,,,,Andhra Pradesh,India,,,,5.0,,,,,521202.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Vestige Nuzvid DLCP,"Chirukuri complex 1st floor, Hanuman Jct Rd","Chirukuri complex 1st floor, Hanuman Jct Rd, Nuzividu, Andhra Pradesh 521201",092915 08505,,myvestige.com,,Andhra Pradesh,India,,,,3.9,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Varun super market,"Main Rd, Nuzividu","Main Rd, Nuzividu, Andhra Pradesh 521201",098492 78191,,,,Andhra Pradesh,India,,,,4.8,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Manikanta cool Drinks,"Bus Stand Rd, Ramanagaram","Bus Stand Rd, Ramanagaram, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,4.8,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,VENKATA DHANA LAKSHMI TRADERS,"Infront of Vegetable Market, Near Srinivasa Theater","Infront of Vegetable Market, Near Srinivasa Theater, Mylavaram Rd, Usha Bala Nagar, Nuzividu, Andhra Pradesh 521201",099511 76575,,,,Andhra Pradesh,India,,,,3.9,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,SAI DEEPTHI FANCY STORES,"4-6 Pedhagandhibommacenter, opposite Axisbank","4-6 Pedhagandhibommacenter, opposite Axisbank, Andhra Pradesh 521201",098482 43411,,,,Andhra Pradesh,India,,,,4.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Nagamalleswara Kirana and General Store,"Tiruvuru Rd, Nuzividu","Tiruvuru Rd, Nuzividu, Andhra Pradesh 521201",098486 96263,,,,Andhra Pradesh,India,,,,4.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,BIG BASKET,"17-106/1, Bus Stand Rd","17-106/1, Bus Stand Rd, opp. Sivalayam, Nuzividu, Andhra Pradesh 521201",063013 21717,,,,Andhra Pradesh,India,,,,1.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Sri Krishna Traders,"H.J Rood Nuzvid, Nuzividu","H.J Rood Nuzvid, Nuzividu, Andhra Pradesh 521201",093912 82933,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,K.V.C Vegetables,"Mylavaram Rd, Nuzividu","Mylavaram Rd, Nuzividu, Andhra Pradesh 521201",093911 92229,,,,Andhra Pradesh,India,,,,2.5,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,SLV General Stores,"Opp: Bank of Baroda,Bus Stand Rd Chinna Gandhi bomma center","Opp: Bank of Baroda,Bus Stand Rd Chinna Gandhi bomma center, Kotha per, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,5.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Lakshmi Ganapathi general stores,"Chinna Gandhi Bomma Centre, Nuzividu","Chinna Gandhi Bomma Centre, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Mughal cheru,"Revenue Ward 10, 19-283/3","Revenue Ward 10, 19-283/3, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,NAGESWAR RAO GENERAL STORES,"Shop No 8, Nuzividu","Shop No 8, Nuzividu, Andhra Pradesh 521201",094418 26793,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Rohini Enterprises& Electronics,"Apsara Centre, Bus Stand Rd","Apsara Centre, Bus Stand Rd, Nuzividu, Vijayawada, Andhra Pradesh 521201",096669 42666,,,,Andhra Pradesh,India,,,,4.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Bhaskarao General Store,"Eluru Rd, Pothireddy Pally","Eluru Rd, Pothireddy Pally, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,4.3,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,GRD NATURALS,"Nuzividu, Vijayawada","Nuzividu, Vijayawada, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Padmavathi Book House,"Bus Stand Rd, near municipal office","Bus Stand Rd, near municipal office, Nuzividu, Andhra Pradesh 521201",099499 40936,,,,Andhra Pradesh,India,,,,4.6,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Srinivasa General Stores,"Bus Stand Rd, near municipal office","Bus Stand Rd, near municipal office, Nuzividu, Andhra Pradesh 521201",099499 40936,,,,Andhra Pradesh,India,,,,4.6,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Stk marico nuzividu,"SH 236, Usha Bala Nagar","SH 236, Usha Bala Nagar, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Sri Krishna Best Sale,"25-152, Hanuman Jct Rd","25-152, Hanuman Jct Rd, NSP Colony, Nuzividu, Andhra Pradesh 521201",094409 23689,,,,Andhra Pradesh,India,,,,5.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,SRINIVAS RAO,"Tiruvuru Rd, Nuzividu","Tiruvuru Rd, Nuzividu, Andhra Pradesh 521201",070959 67614,,,,Andhra Pradesh,India,,,,5.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Kavya Pooja Samagri,"Chinna Gandhi Bomma Centre, Nuzividu","Chinna Gandhi Bomma Centre, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,5.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Kasim Kirana And General Store,"Police Quarters, 12-236 Gandhi Nagar back side","Police Quarters, 12-236 Gandhi Nagar back side, Mylavaram Rd, Usha Bala Nagar, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,2.8,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Deluxe Show Room,"Pedda Gandhi bomma centre, Nuzividu","Pedda Gandhi bomma centre, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,4.3,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Sri Swamy Ayyappa Traders,"Maylavaram Road, Main","Maylavaram Road, Main, Road, Andhra Pradesh 521201",092478 28199,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,MTN DRY FRUITS,"Shop no :5, kotwal masque complex","Shop no :5, kotwal masque complex, be side girls high school, Hanuman Jct Rd, near indian petroleum, Nuzividu, Andhra Pradesh 521201",093929 79358,,,,Andhra Pradesh,India,,,,1.0,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Padmavathi Fancy,"Dwaraka theatre Rd, NSP Colony","Dwaraka theatre Rd, NSP Colony, Nuzividu, Andhra Pradesh 521201",098491 58817,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Mahalakshmi SuperMarket,"2-14, Main Road","2-14, Main Road, Ravicherla, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Nuzvid,Aman Rice & General Stores,"2-14, Main Road","2-14, Main Road, Ravicherla, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Sri Krishna Fancy And General Store,"JQ35+832, Government Hospital Rd","JQ35+832, Government Hospital Rd, Palakonda, Andhra Pradesh 532440",,,,,Andhra Pradesh,India,,,,4.1,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Shivananda Super Market,"532001, 6-1-57","532001, 6-1-57, Palakonda Rd, Krishna Park Area, New Colony, Srikakulam, Andhra Pradesh 532001",089422 22224,,,,Andhra Pradesh,India,,,,3.9,,,,,532001.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Reliance Smart,"above Saranya Restaurant, near RTC complex","above Saranya Restaurant, near RTC complex, Vadama, Andhra Pradesh 532440",,,relianceretail.com,,Andhra Pradesh,India,,,,4.0,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,B Mart,"HQW8+Q48, Vadama","HQW8+Q48, Vadama, Andhra Pradesh 532440",,,,,Andhra Pradesh,India,,,,4.1,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,AnanthaDurga kirana,"Durga gudi back side, market road","Durga gudi back side, market road, Palakonda, Andhra Pradesh 532440",085005 02875,,,,Andhra Pradesh,India,,,,4.1,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Heritage Fresh,"Sy No.13/2, Vizianagaram - Palakonda Rd","Sy No.13/2, Vizianagaram - Palakonda Rd, Sai Krishna Nagar, Razam, Andhra Pradesh 532127",,,,,Andhra Pradesh,India,,,,3.7,,,,,532127.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Sri Chandra Mouli Departmental Stores,"Day & Night Junction, Palakonda Rd","Day & Night Junction, Palakonda Rd, Day&Night Area, Meher Nager, Srikakulam, Andhra Pradesh 532001",095730 37750,,,,Andhra Pradesh,India,,,,4.1,,,,,532001.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,SRUSHTI HYPER STORE,"Kiranmouli Shopping Complex, GT Rd","Kiranmouli Shopping Complex, GT Rd, opp. SVC Theatre, Rama Laxmana Area, Visakha B Colony, Sri Visakha Colony, Srikakulam, Andhra Pradesh 532001",091336 90999,,,,Andhra Pradesh,India,,,,4.2,,,,,532001.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Siva Sai Pan Shop,"Main Road, Velagawada","Main Road, Velagawada, Palakonda, Andhra Pradesh 532440",,,,,Andhra Pradesh,India,,,,5.0,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,SVR Complex,"Seethampeta Road, Palakonda","Seethampeta Road, Palakonda, Andhra Pradesh 532440",,,,,Andhra Pradesh,India,,,,,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Varam Super market,"line, Palakonda Rd","line, Palakonda Rd, Srikakulam, Andhra Pradesh 532484",,,,,Andhra Pradesh,India,,,,3.6,,,,,532484.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Haripuram Market,"RGW2+2VW, Unnamed Road","RGW2+2VW, Unnamed Road, Haripuram, Andhra Pradesh 532243",,,,,Andhra Pradesh,India,,,,4.0,,,,,532243.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,More Supermarket - PALASA,"K.K.Road, opp. Hari Shankar & Ravi Shankar Theaters","K.K.Road, opp. Hari Shankar & Ravi Shankar Theaters, Shivaji Nagar, Kasibugga, Andhra Pradesh 532221",081081 38000,,moreretail.in,,Andhra Pradesh,India,,,,4.0,,,,,532221.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Seetharama Complex,"Shop Number 2, Src Complex","Shop Number 2, Src Complex, Razam, Kondampeta, Andhra Pradesh 532127",,,,,Andhra Pradesh,India,,,,3.9,,,,,532127.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,SVC SUPERMARKET,"Junction, Gujarathipeta","Junction, Gujarathipeta, Srikakulam, Andhra Pradesh 532005",097058 02710,,,,Andhra Pradesh,India,,,,5.0,,,,,532005.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,CSR Supermarket,"KT Rd (Kasibugga-Tharlakota Road), Shivaji Nagar","KT Rd (Kasibugga-Tharlakota Road), Shivaji Nagar, Kasibugga, Andhra Pradesh 532221",,,,,Andhra Pradesh,India,,,,4.5,,,,,532221.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Mc Trends,"Palakonda, Andhra Pradesh 532440","Palakonda, Andhra Pradesh 532440",,,,,Andhra Pradesh,India,,,,5.0,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,Apollo Pharmacy Palakonda 2,"No. 8/3/374, Kothuru Rd","No. 8/3/374, Kothuru Rd, opp. Govt Junior College, Palakonda, Vadama, Andhra Pradesh 532440",070323 21689,,apollopharmacy.in,,Andhra Pradesh,India,,,,4.2,,,,,532440.0,,,,,,,,,,
Shopping,Supermarkets,Palakonda,SSR STORES,"Kasppa Veedhi, Market Rd","Kasppa Veedhi, Market Rd, Srikakulam, Andhra Pradesh 532001",,,,,Andhra Pradesh,India,,,,4.1,,,,,532001.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Mandapeta sweet mart,"MAIN Rd, Peddapuram","MAIN Rd, Peddapuram, Andhra Pradesh 533437",088522 41970,,,088522 41970,Andhra Pradesh,India,,,,4.2,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Daily Market Peddpuram,"1, MAIN Rd","1, MAIN Rd, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,4.1,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,"Rythu Bazar, Peddapuram","34FV+R25, Peddapuram","34FV+R25, Peddapuram, Andhra Pradesh 533437",098486 21368,,,098486 21368,Andhra Pradesh,India,,,,4.3,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Victory Bazar,"11/28, SRI THOTA GOPALA KRISHNA","11/28, SRI THOTA GOPALA KRISHNA, 9/28, 10/28 12/28, IDSMT SHOPPING COMPLEX, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,3.9,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,SRI LOHITHA RETAIL OUTLET,"MAIN Rd, Peddapuram","MAIN Rd, Peddapuram, Andhra Pradesh 533437",080083 01730,,srilohitha.com,080083 01730,Andhra Pradesh,India,,,,4.0,,,,,533003.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,D Mart,"Survey 301,302","Survey 301,302, 79A, Venkat Nagar Park, near Rto Office, Venkat Nagar, Jayendra Nagar, Siddartha Nagar, Kakinada, Andhra Pradesh 533003",,,dmartindia.com,,Andhra Pradesh,India,,,,4.1,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Lalitha Center,"34GC+JP4, Peddapuram","34GC+JP4, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,3.9,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Venkateshwara Fruit Center,"34GP+QJW, Peddapuram","34GP+QJW, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,3.9,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Municipal Shopping Complex,"Peddapuram, Andhra Pradesh 533437","Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,3.8,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Reliance smart point,"34GQ+G8, Peddapuram","34GQ+G8, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,3.8,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Lucky shopping mall,"34JP+6CF Dargha centre, Peddapuram","34JP+6CF Dargha centre, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,3.6,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Big Basket,"MAIN Rd, Peddapuram","MAIN Rd, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,4.5,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,sri sai srinivasa general stores,"6, Saravari St","6, Saravari St, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,4.3,,,,,,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Devi Sea Foods Ltd,"345M+M3Q, industrual area","345M+M3Q, industrual area, Peddapuram, Andhra Pradesh",,,,,Andhra Pradesh,India,,,,4.3,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,RAMA TULASI Rice & General stores,"Rama tulasi rice and general store, opposite hanuman gym Near lalitha theater","Rama tulasi rice and general store, opposite hanuman gym Near lalitha theater, Samarlakota Gokavaram Rd, Chadalada, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,4.7,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Rambabu Shop,"34JQ+C46, Pasila Vari St","34JQ+C46, Pasila Vari St, Peddapuram, Andhra Pradesh 533437",098451 25637,,,098451 25637,Andhra Pradesh,India,,,,4.0,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Surey Kitchayya & co.,"6-1, 29","6-1, 29, Vajjulavari Street, Peddapuram, Andhra Pradesh 533437",088522 41252,,,088522 41252,Andhra Pradesh,India,,,,4.8,,,,,533437.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,SRIVALLI SUPER MARKET,"SRIVALLI SUPER MARKET, near Nagampeta","SRIVALLI SUPER MARKET, near Nagampeta, Chadalada, Peddapuram, Andhra Pradesh 533437",,,,,Andhra Pradesh,India,,,,,,,,,533435.0,,,,,,,,,,
Shopping,Supermarkets,Peddapuram,Pulavarthi's Super Bazar,"Sriram Nagar, Jaggampeta","Sriram Nagar, Jaggampeta, Andhra Pradesh 533435",088522 33791,,,088522 33791,Andhra Pradesh,India,,,,4.1,,,,,533435.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Siva vegetable mart,"Peddvaduguru, Andhra Pradesh 515455","Peddvaduguru, Andhra Pradesh 515455",,,,,Andhra Pradesh,India,,,,5.0,,,,,515455.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,More Supermarket - Mehaboob Towers Ananthapur,"Georgepet, Rangaswamy Nagar","Georgepet, Rangaswamy Nagar, Anantapur, Andhra Pradesh 515004",081081 38000,,moreretail.in,,Andhra Pradesh,India,,,,3.9,,,,,515004.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Sree Vishnu Supermarket,"Peddapasupula motu, beside balaji high school","Peddapasupula motu, beside balaji high school, Jammalamadugu, Andhra Pradesh 516434",087903 35050,,,,Andhra Pradesh,India,,,,4.1,,,,,516434.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,SuperK - Vishnupriya Supermarket Anantapur,"Revenue ward no.1, 1-4-373","Revenue ward no.1, 1-4-373, Ganga Nagar, Anantapur, Andhra Pradesh 515001",094908 57722,,,,Andhra Pradesh,India,,,,,,,,,515001.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Ravi theja Super Market,"opp. to KPS Movie land, Gooty","opp. to KPS Movie land, Gooty, Andhra Pradesh 515401",,,,,Andhra Pradesh,India,,,,4.0,,,,,515401.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Virabhadra super market,"4J9P+R2P, Chennekothapalli Rd","4J9P+R2P, Chennekothapalli Rd, Gooty, Andhra Pradesh 515401",,,,,Andhra Pradesh,India,,,,4.2,,,,,515401.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,SP Super Stores (RAMNAGAR),"Ram Nagar, Kovur Nagar","Ram Nagar, Kovur Nagar, Anantapur, Andhra Pradesh 515004",085542 95085,,,,Andhra Pradesh,India,,,,4.2,,,,,515004.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Pavithra Hyper Mart,"H.no 12-3-880, Jesus Nagar","H.no 12-3-880, Jesus Nagar, Ashok Nagar, Anantapur, Andhra Pradesh 515001",078936 71111,,,,Andhra Pradesh,India,,,,3.8,,,,,515001.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,SuperK - NPL Supermarket Narpala,"8-19, 0","8-19, 0, Narpala, Andhra Pradesh 515425",096663 24670,,superk.in,,Andhra Pradesh,India,,,,4.9,,,,,515425.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Ramu Super Market,"4JCM+6RX, Adoni Pattikonda Gooty Rd","4JCM+6RX, Adoni Pattikonda Gooty Rd, Gooty, Andhra Pradesh 515401",,,,,Andhra Pradesh,India,,,,4.1,,,,,515401.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Prabhakhar Shetti Super Market,"5Q6H+C52, PR Palli","5Q6H+C52, PR Palli, Andhra Pradesh 518221",085001 57364,,,,Andhra Pradesh,India,,,,4.6,,,,,518221.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,KMR SUPER MARKET,"6P9P+8FQ, Andhra Pradesh 517408","6P9P+8FQ, Andhra Pradesh 517408",,,,,Andhra Pradesh,India,,,,4.7,,,,,517408.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,GRS Super Market,"WHVR+Q68, Main Bazaar","WHVR+Q68, Main Bazaar, Pamidi, Andhra Pradesh 515775",094409 82191,,,,Andhra Pradesh,India,,,,4.4,,,,,515775.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Krushi supermarket,"J3JW+PR4, Gorlivanipalem","J3JW+PR4, Gorlivanipalem, Paravada, Visakhapatnam, Andhra Pradesh 531021",,,,,Andhra Pradesh,India,,,,4.4,,,,,531021.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,More Supermarket,"Ground Floor, Ward No 12 Survey No 283/2","Ground Floor, Ward No 12 Survey No 283/2, Jesus Nagar, Ashok Nagar, Anantapur, Andhra Pradesh 515001",081081 38000,,moreretail.in,,Andhra Pradesh,India,,,,3.8,,,,,515001.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Chand Supermarket,"Survey No 135, 136/4","Survey No 135, 136/4, Syndicate Nagar, Rachanapalli, Bellary - Uravakonda - Anantapur Rd, Pilligundla, Anantapur, Andhra Pradesh 515004",,,,,Andhra Pradesh,India,,,,4.4,,,,,515004.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Bharathi Super Bazaar,"24FP+M47, Vetlapalem","24FP+M47, Vetlapalem, Andhra Pradesh 533434",098511 13666,,,,Andhra Pradesh,India,,,,4.1,,,,,533434.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,SuperK - Shahida Supermarket,"H.no.1/23, Rayalacheruvu","H.no.1/23, Rayalacheruvu, Andhra Pradesh 515455",,,,,Andhra Pradesh,India,,,,3.7,,,,,515455.0,,,,,,,,,,
Shopping,Supermarkets,Peddavadugur,Pulavarthi's Super Bazar,"Sriram Nagar, Jaggampeta","Sriram Nagar, Jaggampeta, Andhra Pradesh 533435",088522 33791,,,,Andhra Pradesh,India,,,,4.1,,,,,533435.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,My Mart Shoppy,"D. No 3-82, Bypass Road","D. No 3-82, Bypass Road, near Rainbow School, Khaja Nagar, Buchireddypalem, Nagamambapuram, Andhra Pradesh 524305",,,,,Andhra Pradesh,India,,,,4.2,,,,,524305.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,"Raju Stores, à°°à°¾à°œà± à°¸à±à°Ÿà±‹à°°à±à°¸à±","C249+RCP, Dhanalakshmi Puram","C249+RCP, Dhanalakshmi Puram, Andhra Pradesh 524002",,,,,Andhra Pradesh,India,,,,4.5,,,,,524002.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,Family Mart super market,"GVPH+RWP, Buchireddypalem","GVPH+RWP, Buchireddypalem, Nagamambapuram, Andhra Pradesh 524305",,,,,Andhra Pradesh,India,,,,4.8,,,,,524305.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,Bharathi Super Bazaar,"24FP+M47, Vetlapalem","24FP+M47, Vetlapalem, Andhra Pradesh 533434",098511 13666,,,,Andhra Pradesh,India,,,,4.1,,,,,533434.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,J. S.R. Super Market,"Pavidamma, talli temple","Pavidamma, talli temple, Chaganti Vari Palem, Andhra Pradesh 522408",087900 64126,,,,Andhra Pradesh,India,,,,4.0,,,,,522408.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,BABU Departmental Store,"523185, Gollapalem","523185, Gollapalem, Andhra Pradesh 523167",,,,,Andhra Pradesh,India,,,,4.5,,,,,523167.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,R S MARKET ( à°¹à±‹à°²à± à°¸à±‡à°²à± & à°°à°¿à°Ÿà±ˆà°²à± ),"57R5+FV9, Boyapalem","57R5+FV9, Boyapalem, Andhra Pradesh 522233",,,,,Andhra Pradesh,India,,,,4.4,,,,,522233.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,One More Super Market,"Main Rd, beside Axis Bank Gurazala","Main Rd, beside Axis Bank Gurazala, Gurazala, Andhra Pradesh 522415",099891 58145,,,,Andhra Pradesh,India,,,,3.8,,,,,522415.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,à° à°®à°¾à°°à±à°Ÿà±,"Gametion Mill Centre, Karalapalem","Gametion Mill Centre, Karalapalem, Andhra Pradesh 522111",,,,,Andhra Pradesh,India,,,,4.2,,,,,522111.0,,,,,,,,,,
Shopping,Supermarkets,Rajupalam,Balaji Fancy Store,"C43J+QP5 Main Center, Raju Palem","C43J+QP5 Main Center, Raju Palem, Andhra Pradesh 523280",,,,,Andhra Pradesh,India,,,,4.5,,,,,523280.0,,,,,,,,,,
